what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1314022527804
opened,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1314022527948
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1314022528001
started,bundle,org.eclipse.cdt.codan.ui,2.0.0.201106081058,"org.eclipse.cdt.codan.ui",1314022528129
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314022529899
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314022531172
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314022531520
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314022533727
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314022534601
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314022538596
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1314022541278
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1314022541849
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314022542332
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314022543544
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314022543881
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314022544977
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314022550487
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314022551817
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1314022553957
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1314022558309
opened,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1314022558557
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1314022558612
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1314022561654
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1314022562918
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1314022564178
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1314022564785
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314022569367
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314022570267
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314022570276
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314022584971
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1314022588511
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1314022589527
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1314022590477
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314022592168
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314022596457
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314022598295
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314022599256
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314022599677
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314022600263
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1314022602726
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314022605554
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314022606713
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314022607326
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314022608824
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1314022612962
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1314022617541
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201106081058,"org.eclipse.cdt.codan.checkers.ui",1314022622385
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1314022625460
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1314022627851
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1314022628847
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314022630659
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314022631878
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1314022633715
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1314022633885
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1314022634044
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1314022634184
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1314022634341
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1314022634572
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1314022634912
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1314022636045
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1314022636545
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1314022639919
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314022640285
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314022641646
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1314022642208
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1314022643658
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1314022644976
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1314022646841
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314022648635
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314022650052
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314022651188
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314022658960
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1314022661843
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1314022663920
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314022665107
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314022666977
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314022674624
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314022675281
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314022681208
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314022682338
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314022682957
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314022685261
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1314022705237
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1314022717351
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314022718405
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314022721428
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1314022723094
